"ENSEMBL","GENETYPE","SYMBOL","ENTREZID"
"ENSG00000169814","protein-coding","BTD","686"
"ENSG00000119138","protein-coding","KLF9","687"
"ENSG00000102554","protein-coding","KLF5","688"
"ENSG00000145741","protein-coding","BTF3","689"
"ENSG00000133639","protein-coding","BTG1","694"
"ENSG00000010671","protein-coding","BTK","695"
"ENSG00000124557","protein-coding","BTN1A1","696"
"ENSG00000292177","protein-coding","BTN1A1","696"
"ENSG00000169679","protein-coding","BUB1","699"
"ENSG00000156970","protein-coding","BUB1B","701"
"ENSG00000112578","protein-coding","BYSL","705"
"ENSG00000100300","protein-coding","TSPO","706"
"ENSG00000108561","protein-coding","C1QBP","708"
"ENSG00000149131","protein-coding","SERPING1","710"
"ENSG00000281708","ncRNA","ERC2-IT1","711"
"ENSG00000173372","protein-coding","C1QA","712"
"ENSG00000173369","protein-coding","C1QB","713"
"ENSG00000159189","protein-coding","C1QC","714"
"ENSG00000159403","protein-coding","C1R","715"
"ENSG00000288512","protein-coding","C1R","715"
"ENSG00000182326","protein-coding","C1S","716"
"ENSG00000166278","protein-coding","C2","717"
"ENSG00000204364","protein-coding","C2","717"
"ENSG00000231543","protein-coding","C2","717"
"ENSG00000206372","protein-coding","C2","717"
"ENSG00000235696","protein-coding","C2","717"
"ENSG00000235017","protein-coding","C2","717"
"ENSG00000226560","protein-coding","C2","717"
"ENSG00000125730","protein-coding","C3","718"
"ENSG00000171860","protein-coding","C3AR1","719"
"ENSG00000244731","protein-coding","C4A","720"
"ENSG00000244731","protein-coding","LOC110384692","110384692"
"ENSG00000244207","protein-coding","C4A","720"
"ENSG00000244207","protein-coding","LOC110384692","110384692"
"ENSG00000206340","protein-coding","C4A","720"
"ENSG00000206340","protein-coding","LOC110384692","110384692"
"ENSG00000227746","protein-coding","C4A","720"
"ENSG00000227746","protein-coding","LOC110384692","110384692"
"ENSG00000224389","protein-coding","C4B","721"
"ENSG00000228454","protein-coding","C4B","721"
"ENSG00000228267","protein-coding","C4B","721"
"ENSG00000236625","protein-coding","C4B","721"
"ENSG00000224639","protein-coding","C4B","721"
"ENSG00000123838","protein-coding","C4BPA","722"
"ENSG00000232621","pseudo","C4BPAP2","724"
"ENSG00000123843","protein-coding","C4BPB","725"
"ENSG00000149260","protein-coding","CAPN5","726"
"ENSG00000106804","protein-coding","C5","727"
"ENSG00000197405","protein-coding","C5AR1","728"
"ENSG00000039537","protein-coding","C6","729"
"ENSG00000112936","protein-coding","C7","730"
"ENSG00000157131","protein-coding","C8A","731"
"ENSG00000021852","protein-coding","C8B","732"
"ENSG00000176919","protein-coding","C8G","733"
"ENSG00000164823","protein-coding","OSGIN2","734"
"ENSG00000113600","protein-coding","C9","735"
"ENSG00000149823","protein-coding","VPS51","738"
"ENSG00000149792","protein-coding","MRPL49","740"
"ENSG00000174276","protein-coding","ZNHIT2","741"
"ENSG00000066382","protein-coding","MPPED2","744"
"ENSG00000124920","protein-coding","MYRF","745"
"ENSG00000134825","protein-coding","TMEM258","746"
"ENSG00000134780","protein-coding","DAGLA","747"
"ENSG00000221819","ncRNA","GAS8-AS1","750"
"ENSG00000184922","protein-coding","FMNL1","752"
"ENSG00000168675","protein-coding","LDLRAD4","753"
"ENSG00000183255","protein-coding","PTTG1IP","754"
"ENSG00000160226","protein-coding","CFAP410","755"
"ENSG00000142188","protein-coding","TMEM50B","757"
"ENSG00000263160","protein-coding","TMEM50B","757"
"ENSG00000186732","protein-coding","MPPED1","758"
"ENSG00000133742","protein-coding","CA1","759"
"ENSG00000104267","protein-coding","CA2","760"
"ENSG00000164879","protein-coding","CA3","761"
"ENSG00000167434","protein-coding","CA4","762"
"ENSG00000174990","protein-coding","CA5A","763"
"ENSG00000260133","pseudo","CA5AP1","764"
"ENSG00000131686","protein-coding","CA6","765"
"ENSG00000168748","protein-coding","CA7","766"
"ENSG00000178538","protein-coding","CA8","767"
"ENSG00000107159","protein-coding","CA9","768"
"ENSG00000063180","protein-coding","CA11","770"
"ENSG00000074410","protein-coding","CA12","771"
"ENSG00000141837","protein-coding","CACNA1A","773"
"ENSG00000148408","protein-coding","CACNA1B","774"
"ENSG00000151067","protein-coding","CACNA1C","775"
"ENSG00000151067","ncRNA","CACNA1C-IT2","100874369"
"ENSG00000285479","protein-coding","CACNA1C","775"
"ENSG00000285479","ncRNA","CACNA1C-IT2","100874369"
"ENSG00000157388","protein-coding","CACNA1D","776"
"ENSG00000198216","protein-coding","CACNA1E","777"
"ENSG00000102001","protein-coding","CACNA1F","778"
"ENSG00000081248","protein-coding","CACNA1S","779"
"ENSG00000204580","protein-coding","DDR1","780"
"ENSG00000229767","protein-coding","DDR1","780"
"ENSG00000234078","protein-coding","DDR1","780"
"ENSG00000137332","protein-coding","DDR1","780"
"ENSG00000223680","protein-coding","DDR1","780"
"ENSG00000215522","protein-coding","DDR1","780"
"ENSG00000230456","protein-coding","DDR1","780"
"ENSG00000153956","protein-coding","CACNA2D1","781"
"ENSG00000067191","protein-coding","CACNB1","782"
"ENSG00000165995","protein-coding","CACNB2","783"
"ENSG00000167535","protein-coding","CACNB3","784"
"ENSG00000182389","protein-coding","CACNB4","785"
"ENSG00000108878","protein-coding","CACNG1","786"
"ENSG00000178537","protein-coding","SLC25A20","788"
"ENSG00000084774","protein-coding","CAD","790"
"ENSG00000104327","protein-coding","CALB1","793"
"ENSG00000172137","protein-coding","CALB2","794"
"ENSG00000282830","protein-coding","CALB2","794"
"ENSG00000169906","protein-coding","S100G","795"
"ENSG00000110680","protein-coding","CALCA","796"
"ENSG00000175868","protein-coding","CALCB","797"
"ENSG00000253179","pseudo","CALCP","798"
"ENSG00000004948","protein-coding","CALCR","799"
"ENSG00000122786","protein-coding","CALD1","800"
"ENSG00000198668","protein-coding","CALM1","801"
"ENSG00000223467","pseudo","CALM1P1","802"
"ENSG00000143933","protein-coding","CALM2","805"
"ENSG00000160014","protein-coding","CALM3","808"
"ENSG00000178363","protein-coding","CALML3","810"
"ENSG00000179218","protein-coding","CALR","811"
"ENSG00000128595","protein-coding","CALU","813"
"ENSG00000152495","protein-coding","CAMK4","814"
"ENSG00000070808","protein-coding","CAMK2A","815"
"ENSG00000058404","protein-coding","CAMK2B","816"
"ENSG00000145349","protein-coding","CAMK2D","817"
"ENSG00000148660","protein-coding","CAMK2G","818"
"ENSG00000164615","protein-coding","CAMLG","819"
"ENSG00000164047","protein-coding","CAMP","820"
"ENSG00000127022","protein-coding","CANX","821"
"ENSG00000283777","protein-coding","CANX","821"
"ENSG00000042493","protein-coding","CAPG","822"
"ENSG00000014216","protein-coding","CAPN1","823"
"ENSG00000162909","protein-coding","CAPN2","824"
"ENSG00000092529","protein-coding","CAPN3","825"
"ENSG00000126247","protein-coding","CAPNS1","826"
"ENSG00000077274","protein-coding","CAPN6","827"
"ENSG00000105519","protein-coding","CAPS","828"
"ENSG00000116489","protein-coding","CAPZA1","829"
"ENSG00000198898","protein-coding","CAPZA2","830"
"ENSG00000153113","protein-coding","CAST","831"
"ENSG00000077549","protein-coding","CAPZB","832"
"ENSG00000110619","protein-coding","CARS1","833"
"ENSG00000278191","protein-coding","CARS1","833"
"ENSG00000137752","protein-coding","CASP1","834"
"ENSG00000106144","protein-coding","CASP2","835"
"ENSG00000164305","protein-coding","CASP3","836"
"ENSG00000196954","protein-coding","CASP4","837"
"ENSG00000137757","protein-coding","CASP5","838"
"ENSG00000138794","protein-coding","CASP6","839"
"ENSG00000165806","protein-coding","CASP7","840"
"ENSG00000064012","protein-coding","CASP8","841"
"ENSG00000132906","protein-coding","CASP9","842"
"ENSG00000003400","protein-coding","CASP10","843"
"ENSG00000143318","protein-coding","CASQ1","844"
"ENSG00000118729","protein-coding","CASQ2","845"
"ENSG00000036828","protein-coding","CASR","846"
"ENSG00000121691","protein-coding","CAT","847"
"ENSG00000105974","protein-coding","CAV1","857"
"ENSG00000105971","protein-coding","CAV2","858"
"ENSG00000182533","protein-coding","CAV3","859"
"ENSG00000124813","protein-coding","RUNX2","860"
"ENSG00000159216","protein-coding","RUNX1","861"
"ENSG00000159216","ncRNA","LOC100506403","100506403"
"ENSG00000079102","protein-coding","RUNX1T1","862"
"ENSG00000129993","protein-coding","CBFA2T3","863"
"ENSG00000020633","protein-coding","RUNX3","864"
"ENSG00000067955","protein-coding","CBFB","865"
"ENSG00000170099","protein-coding","SERPINA6","866"
"ENSG00000277405","protein-coding","SERPINA6","866"
"ENSG00000110395","protein-coding","CBL","867"
"ENSG00000114423","protein-coding","CBLB","868"
"ENSG00000102924","protein-coding","CBLN1","869"
"ENSG00000149257","protein-coding","SERPINH1","871"
"ENSG00000159228","protein-coding","CBR1","873"
"ENSG00000159231","protein-coding","CBR3","874"
"ENSG00000160200","protein-coding","CBS","875"
"ENSG00000160200","protein-coding","LOC102724560","102724560"
"ENSG00000185972","protein-coding","CCIN","881"
"ENSG00000171097","protein-coding","KYAT1","883"
"ENSG00000286112","protein-coding","KYAT1","883"
"ENSG00000286112","protein-coding","KYAT1-SPOUT1","127739546"
"ENSG00000187094","protein-coding","CCK","885"
"ENSG00000163394","protein-coding","CCKAR","886"
"ENSG00000110148","protein-coding","CCKBR","887"
"ENSG00000001631","protein-coding","KRIT1","889"
"ENSG00000145386","protein-coding","CCNA2","890"
"ENSG00000134057","protein-coding","CCNB1","891"
"ENSG00000112237","protein-coding","CCNC","892"
"ENSG00000118971","protein-coding","CCND2","894"
"ENSG00000112576","protein-coding","CCND3","896"
"ENSG00000224473","pseudo","CCND3P1","897"
"ENSG00000105173","protein-coding","CCNE1","898"
"ENSG00000162063","protein-coding","CCNF","899"
"ENSG00000113328","protein-coding","CCNG1","900"
"ENSG00000138764","protein-coding","CCNG2","901"
"ENSG00000134480","protein-coding","CCNH","902"
"ENSG00000129315","protein-coding","CCNT1","904"
"ENSG00000082258","protein-coding","CCNT2","905"
"ENSG00000146731","protein-coding","CCT6A","908"
"ENSG00000158477","protein-coding","CD1A","909"
"ENSG00000158485","protein-coding","CD1B","910"
"ENSG00000158481","protein-coding","CD1C","911"
"ENSG00000158473","protein-coding","CD1D","912"
"ENSG00000158488","protein-coding","CD1E","913"
"ENSG00000116824","protein-coding","CD2","914"
"ENSG00000167286","protein-coding","CD3D","915"
"ENSG00000198851","protein-coding","CD3E","916"
"ENSG00000160654","protein-coding","CD3G","917"
"ENSG00000198821","protein-coding","CD247","919"
"ENSG00000010610","protein-coding","CD4","920"
"ENSG00000110448","protein-coding","CD5","921"
"ENSG00000073754","protein-coding","CD5L","922"
"ENSG00000013725","protein-coding","CD6","923"
"ENSG00000173762","protein-coding","CD7","924"
"ENSG00000153563","protein-coding","CD8A","925"
"ENSG00000172116","protein-coding","CD8B","926"
"ENSG00000254126","protein-coding","CD8B2","927"
"ENSG00000010278","protein-coding","CD9","928"
"ENSG00000170458","protein-coding","CD14","929"
"ENSG00000177455","protein-coding","CD19","930"
"ENSG00000156738","protein-coding","MS4A1","931"
"ENSG00000149516","protein-coding","MS4A3","932"
"ENSG00000284903","protein-coding","MS4A3","932"
"ENSG00000012124","protein-coding","CD22","933"
"ENSG00000139193","protein-coding","CD27","939"
"ENSG00000178562","protein-coding","CD28","940"
"ENSG00000121594","protein-coding","CD80","941"
"ENSG00000114013","protein-coding","CD86","942"
"ENSG00000120949","protein-coding","TNFRSF8","943"
"ENSG00000106952","protein-coding","TNFSF8","944"
"ENSG00000105383","protein-coding","CD33","945"
"ENSG00000105492","protein-coding","SIGLEC6","946"
"ENSG00000174059","protein-coding","CD34","947"
"ENSG00000135218","protein-coding","CD36","948"
"ENSG00000073060","protein-coding","SCARB1","949"
"ENSG00000138760","protein-coding","SCARB2","950"
"ENSG00000104894","protein-coding","CD37","951"
"ENSG00000004468","protein-coding","CD38","952"
"ENSG00000138185","protein-coding","ENTPD1","953"
"ENSG00000054179","protein-coding","ENTPD2","954"
"ENSG00000197586","protein-coding","ENTPD6","955"
"ENSG00000168032","protein-coding","ENTPD3","956"
"ENSG00000187097","protein-coding","ENTPD5","957"
"ENSG00000101017","protein-coding","CD40","958"
"ENSG00000102245","protein-coding","CD40LG","959"
"ENSG00000026508","protein-coding","CD44","960"
"ENSG00000196776","protein-coding","CD47","961"
"ENSG00000117091","protein-coding","CD48","962"
"ENSG00000143119","protein-coding","CD53","963"
"ENSG00000116815","protein-coding","CD58","965"
"ENSG00000085063","protein-coding","CD59","966"
"ENSG00000135404","protein-coding","CD63","967"
"ENSG00000129226","protein-coding","CD68","968"
"ENSG00000110848","protein-coding","CD69","969"
"ENSG00000125726","protein-coding","CD70","970"
"ENSG00000137101","protein-coding","CD72","971"
"ENSG00000019582","protein-coding","CD74","972"
"ENSG00000105369","protein-coding","CD79A","973"
"ENSG00000007312","protein-coding","CD79B","974"
"ENSG00000110651","protein-coding","CD81","975"
"ENSG00000123146","protein-coding","ADGRE5","976"
"ENSG00000177697","protein-coding","CD151","977"
"ENSG00000158825","protein-coding","CDA","978"
"ENSG00000170312","protein-coding","CDK1","983"
"ENSG00000248333","protein-coding","CDK11B","984"
"ENSG00000198589","protein-coding","LRBA","987"
"ENSG00000096401","protein-coding","CDC5L","988"
"ENSG00000122545","protein-coding","SEPTIN7","989"
"ENSG00000094804","protein-coding","CDC6","990"
"ENSG00000117399","protein-coding","CDC20","991"
"ENSG00000164045","protein-coding","CDC25A","993"
"ENSG00000101224","protein-coding","CDC25B","994"
"ENSG00000158402","protein-coding","CDC25C","995"
"ENSG00000004897","protein-coding","CDC27","996"
"ENSG00000099804","protein-coding","CDC34","997"
"ENSG00000070831","protein-coding","CDC42","998"
"ENSG00000039068","protein-coding","CDH1","999"
"ENSG00000170558","protein-coding","CDH2","1000"
"ENSG00000062038","protein-coding","CDH3","1001"
"ENSG00000179242","protein-coding","CDH4","1002"
"ENSG00000280641","protein-coding","CDH4","1002"
"ENSG00000179776","protein-coding","CDH5","1003"
"ENSG00000113361","protein-coding","CDH6","1004"
"ENSG00000081138","protein-coding","CDH7","1005"
"ENSG00000150394","protein-coding","CDH8","1006"
"ENSG00000113100","protein-coding","CDH9","1007"
"ENSG00000040731","protein-coding","CDH10","1008"
"ENSG00000140937","protein-coding","CDH11","1009"
"ENSG00000154162","protein-coding","CDH12","1010"
"ENSG00000249230","pseudo","CDH12P2","1011"
"ENSG00000140945","protein-coding","CDH13","1012"
"ENSG00000129910","protein-coding","CDH15","1013"
"ENSG00000166589","protein-coding","CDH16","1014"
"ENSG00000079112","protein-coding","CDH17","1015"
"ENSG00000145526","protein-coding","CDH18","1016"
"ENSG00000123374","protein-coding","CDK2","1017"
"ENSG00000250506","protein-coding","CDK3","1018"
"ENSG00000135446","protein-coding","CDK4","1019"
"ENSG00000164885","protein-coding","CDK5","1020"
"ENSG00000105810","protein-coding","CDK6","1021"
"ENSG00000134058","protein-coding","CDK7","1022"
"ENSG00000277273","protein-coding","CDK7","1022"
"ENSG00000132964","protein-coding","CDK8","1024"
"ENSG00000136807","protein-coding","CDK9","1025"
"ENSG00000124762","protein-coding","CDKN1A","1026"
"ENSG00000111276","protein-coding","CDKN1B","1027"
"ENSG00000129757","protein-coding","CDKN1C","1028"
"ENSG00000273707","protein-coding","CDKN1C","1028"
"ENSG00000147889","protein-coding","CDKN2A","1029"
"ENSG00000147883","protein-coding","CDKN2B","1030"
"ENSG00000123080","protein-coding","CDKN2C","1031"
"ENSG00000129355","protein-coding","CDKN2D","1032"
"ENSG00000100526","protein-coding","CDKN3","1033"
"ENSG00000129596","protein-coding","CDO1","1036"
"ENSG00000140743","protein-coding","CDR2","1039"
"ENSG00000163624","protein-coding","CDS1","1040"
"ENSG00000204539","protein-coding","CDSN","1041"
"ENSG00000237114","protein-coding","CDSN","1041"
"ENSG00000237165","protein-coding","CDSN","1041"
"ENSG00000137197","protein-coding","CDSN","1041"
"ENSG00000237123","protein-coding","CDSN","1041"
"ENSG00000206460","protein-coding","CDSN","1041"
"ENSG00000169442","protein-coding","CD52","1043"
"ENSG00000113722","protein-coding","CDX1","1044"
"ENSG00000165556","protein-coding","CDX2","1045"
"ENSG00000131264","protein-coding","CDX4","1046"
"ENSG00000153132","protein-coding","CLGN","1047"
"ENSG00000105388","protein-coding","CEACAM5","1048"
"ENSG00000245848","protein-coding","CEBPA","1050"
"ENSG00000172216","protein-coding","CEBPB","1051"
"ENSG00000221869","protein-coding","CEBPD","1052"
"ENSG00000092067","protein-coding","CEBPE","1053"
"ENSG00000153879","protein-coding","CEBPG","1054"
"ENSG00000170835","protein-coding","CEL","1056"
"ENSG00000170827","pseudo","CELP","1057"
"ENSG00000115163","protein-coding","CENPA","1058"
"ENSG00000125817","protein-coding","CENPB","1059"
"ENSG00000145241","protein-coding","CENPC","1060"
"ENSG00000226982","pseudo","CENPCP1","1061"
"ENSG00000138778","protein-coding","CENPE","1062"
"ENSG00000117724","protein-coding","CENPF","1063"
"ENSG00000198848","protein-coding","CES1","1066"
"ENSG00000262243","protein-coding","CES1","1066"
"ENSG00000177143","protein-coding","CETN1","1068"
"ENSG00000147400","protein-coding","CETN2","1069"
"ENSG00000292191","protein-coding","CETN2","1069"
"ENSG00000153140","protein-coding","CETN3","1070"
"ENSG00000087237","protein-coding","CETP","1071"
"ENSG00000172757","protein-coding","CFL1","1072"
"ENSG00000165410","protein-coding","CFL2","1073"
"ENSG00000109861","protein-coding","CTSC","1075"
"ENSG00000001626","protein-coding","CFTR","1080"
"ENSG00000135346","protein-coding","CGA","1081"
"ENSG00000104827","protein-coding","CGB3","1082"
"ENSG00000170956","protein-coding","CEACAM3","1084"
"ENSG00000007306","protein-coding","CEACAM7","1087"
"ENSG00000280501","protein-coding","CEACAM7","1087"
"ENSG00000124469","protein-coding","CEACAM8","1088"
"ENSG00000105352","protein-coding","CEACAM4","1089"
